Nom.officiel.du.satellite;Organisation.de.pays.du.registre.de.l'ONU;Opérateur.propriétaire;Pays.de.l'opérateur.propriétaire;Utilisateurs;Objectif;Date.de.lancement;fournisseur;Pays.du.fournisseur;Site.de.lancement;Véhicule.de.lancement
MUOS-4;NR;DoD/US Navy;USA;Military;Communications;9/2/2015;Lockheed Martin Missiles and Space;USA;Cape Canaveral;Atlas 5
MUOS-5;NR;DoD/US Navy;USA;Military;Communications;6/24/2016;Lockheed Martin Missiles and Space;USA;Cape Canaveral;Atlas 5
Nanosat-1;Spain;Instituto Nacional de TÃ©cnia Aeroespacial (INTA);Spain;Government;Communications;12/18/2004;Instituto Nacional de TÃ©cnia Aeroespacial (INTA);Spain;Guiana Space Center;Ariane 5G
Nanosat-1B;NR;Instituto Nacional de TÃ©cnia Aeroespacial (INTA);Spain;Government;Communications/Technology Development;7/29/2009;Instituto Nacional de TÃ©cnia Aeroespacial (INTA);Spain;Baikonur Cosmodrome;Dnepr
NATO-4B;USA;Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium);United Kingdom;Military;Communications;12/8/1993;Matra Marconi;France;Cape Canaveral;Delta 2
USA 213;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;5/28/2010;Boeing Satellite Systems;USA;Cape Canaveral;Delta 4
USA 262;NR;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;7/15/2015;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 5
USA 265;NR;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;10/31/2015;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 5
USA 266;NR;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;2/5/2016;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 5
USA 232;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;7/16/2011;Boeing Satellite Systems;USA;Cape Canaveral;Delta 4
USA 239;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;10/4/2012;Boeing Satellite Systems;USA;Cape Canaveral;Delta 4
USA 242;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;5/15/2013;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 5
USA 248;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;2/21/2014;Boeing Satellite Systems;USA;Cape Canaveral;Delta 4
USA 251;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;5/17/2014;Boeing Satellite Systems;USA;Cape Canaveral;Delta 4
USA 256;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;8/2/2014;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 5
USA 258;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;10/29/2014;Boeing Satellite Systems;USA;Cape Canaveral;Atlas 5
USA 260;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;3/25/2015;Boeing Satellite Systems;USA;Cape Canaveral;Delta 4M
USA 175;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;12/21/2003;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 177;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;3/20/2004;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 178;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;6/23/2004;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 180;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;11/6/2004;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 132;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;7/23/1997;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 145;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;10/7/1999;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 150;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;5/11/2000;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 151;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;7/16/2000;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 154;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;11/10/2000;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 156;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;1/30/2001;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 166;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;1/29/2003;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 168;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;3/31/2003;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 183;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;9/26/2005;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 190;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;9/25/2006;Lockheed Martin Missiles and Space;USA;Cape Canaveral;Delta 2
USA 192;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;11/17/2006;Lockheed Martin Missiles and Space;USA;Cape Canaveral;Delta 2
USA 196;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;10/17/2007;Lockheed Martin Missiles and Space;USA;Cape Canaveral;Delta 2
USA 199;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;12/20/2007;Lockheed Martin Missiles and Space;USA;Cape Canaveral;Delta 2
USA 201;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;3/15/2008;Lockheed Martin;USA;Cape Canaveral;Delta 2
USA 206;USA;DoD/US Air Force;USA;Military/Commercial;Navigation/Global Positioning;8/17/2009;Lockheed Martin Missiles and Space;USA;Cape Canaveral;Delta 2
Naxing 2;NR;Tsinghua University;China;Civil;Technology Development;9/19/2015;Tsinghua University;China;Taiyuan Launch Center;Long March 6
NBN-1A;NR;NBN Co (operated by Optus);Australia;Commercial;Communications;9/30/2015;Space Systems/Loral;USA;Guiana Space Center;Ariane 5 ECA
NEOSSat;NR;Canadian Space Agency;Canada;Government;Space Observation;2/25/2013;Microsat Systems Canada Inc.;Canada;Satish Dhawan Space Center;PSLV
NigComSat-1R;China;NigComSat;Nigeria;Commercial;Communications;12/17/2011;China Academy of Space Technology (CAST);China;Xichang Satellite Launch Center;Long March 3B
NigeriaSat-2;Nigeria;National Space Research and Development Agency (NASRDA);Nigeria;Government;Earth Observation;8/17/2011;Surrey Satellite Technology Ltd. (SSTL);United Kingdom;Dombarovsky Air Base;Dnepr 1
Nigeriasat-X;Nigeria;National Space Research and Development Agency (NASRDA);Nigeria;Government;Earth Observation/Technology Development;8/17/2011;Surrey Satellite Technology Ltd. (SSTL);United Kingdom;Dombarovsky Air Base;Dnepr 1
Nilesat 102;NR;Egyptian Radio and TV Union ;Egypt;Government;Communications;8/17/2000;Matra Marconi;France;Guiana Space Center;Ariane 44LP
Nilesat 201;NR;Egyptian Radio and TV Union ;Egypt;Government;Communications;8/4/2010;Thales Alenia Space;France;Guiana Space Center;Ariane 5
Nimiq 2;Canada;Telesat Canada Ltd. (BCE, Inc.);Canada;Commercial;Communications;12/29/2002;Lockheed Martin;USA;Baikonur Cosmodrome;Proton
Nimiq 4;Canada;Telesat Canada Ltd. (BCE, Inc.);Canada;Commercial;Communications;9/19/2008;EADS Astrium;France;Baikonur Cosmodrome;Proton
Nimiq 5;NR;Echostar Corporation (entire payload leased from Telesat Canada Ltd.);Canada;Commercial;Communications;9/17/2009;Space Systems/Loral;USA;Baikonur Cosmodrome;Breeze M
Nimiq 6;NR;Telesat Canada Ltd. (BCE, Inc.);Canada;Commercial;Communications;5/18/2012;Space Systems/Loral;USA;Baikonur Cosmodrome;Breeze M
NOAA-15;USA;National Oceanographic and Atmospheric Administration (NOAA) (part of international program);USA;Government;Earth Observation;5/13/1998;Lockheed Martin Missiles & Space;USA;Vandenberg AFB;Titan 2
NOAA-18;USA;National Oceanographic and Atmospheric Administration (NOAA) (part of international program);USA;Government;Earth Observation;5/20/2005;Lockheed Martin Space Systems;USA;Vandenberg AFB;Delta 2
NOAA-19;USA;National Oceanographic and Atmospheric Administration (NOAA) (part of international program);USA;Government;Earth Observation;2/6/2009;Lockheed Martin Space Systems;USA;Vandenberg AFB;Delta 2
NPP;USA;National Oceanographic and Atmospheric Administration (NOAA)/NASA;USA;Government;Earth Observation;10/28/2011;Ball Aerospace;USA;Vandenberg AFB;Delta 2
NPS-SCAT;USA;Naval Post-Graduate School;USA;Government;Technology Development;11/19/2013;Naval Post-Graduate School;USA;Wallops Island Flight Facility;Minotaur
NSS-10;USA;SES (SociÃ©tÃ© EuropÃ©enne des Satellites (SES));Netherlands;Commercial;Communications;2/3/2005;Alcatel Space Industries;France;Baikonur Cosmodrome;Proton/Breeze M
NSS-11;USA;SES (SociÃ©tÃ© EuropÃ©enne des Satellites (SES));Netherlands;Commercial;Communications;10/2/2000;Lockheed Martin Commercial Space Systems;USA;Baikonur Cosmodrome;Proton K
NSS-12;United Kingdom;SES (SociÃ©tÃ© EuropÃ©enne des Satellites (SES));Netherlands;Commercial;Communications;10/29/2009;Space Systems/Loral;USA;Guiana Space Center;Ariane 5
NSS-5;NR;SES World Skies/Intelsat [SES] (shared capacity);Netherlands;Commercial;Communications;9/23/1997;Lockheed Martin Commercial Space Systems;USA;Guiana Space Center;Ariane 42L
NSS-6;NR;SES (SociÃ©tÃ© EuropÃ©enne des Satellites (SES));Netherlands;Commercial;Communications;12/17/2002;Lockheed Martin Commercial Space Systems;USA;Guiana Space Center;Ariane 4
NSS-7;NR;SES (SociÃ©tÃ© EuropÃ©enne des Satellites (SES));Netherlands;Commercial;Communications;4/16/2002;Lockheed Martin Commercial Space Systems;USA;Guiana Space Center;Ariane 42L
NSS-806;NR;SES/Intelsat (SES [SociÃ©tÃ© EuropÃ©enne des Satellites (SES)]) (shared capacity);Netherlands;Commercial;Communications;2/19/1998;Lockheed Martin Commercial Space Systems;USA;Guiana Space Center;Ariane 44L
NSS-9;United Kingdom;SES (SociÃ©tÃ© EuropÃ©enne des Satellites (SES));Netherlands;Commercial;Communications;2/11/2009;Orbital Sciences Corp.;USA;Guiana Space Center;Ariane 5 ECA
N-Star C;Japan;Sky Perfect JSAT Corporation;Japan;Commercial;Communications;7/5/2002;Lockheed Martin Commercial Space Systems/Orbital Sciences;USA;Guiana Space Center;Ariane 5
NUDT Phonesat;NR;National University of Defense Technology/CAMSAT;China;Military;Technology Demonstration;9/19/2015;National University of Defense Technology;China;Taiyuan Launch Center;Long March 6
Ã‘uSat-1;NR;Satellogic;Argentina;Commercial;Earth Observation;5/29/2016;Satellogic;Uruguay;Taiyuan Launch Center;Long March 4B
Ã‘uSat-2 ;NR;Satellogic;Argentina;Commercial;Earth Observation;5/29/2016;Satellogic;Uruguay;Taiyuan Launch Center;Long March 4B
NuSTAR;USA;National Aeronautics and Space Administration (NASA);USA;Government;Space Science;6/13/2012;Orbital Sciences Corp.;USA;Kwajalein Island;Pegasus XL
USA 219;USA;NASA-Ames Research Center/Stanford University;USA;Government/Civil;Space Science;11/20/2010;NASA/Ames Research Center;USA;Kodiak Launch Complex;Minotaur 4
O3b FM02;United Kingdom;O3b Networks Ltd.;United Kingdom;Commercial;Communications;6/25/2013;Thales Alenia Space;France;Guiana Space Center;Soyuz-ST
O3b FM03;United Kingdom;O3b Networks Ltd.;United Kingdom;Commercial;Communications;7/10/2014;Thales Alenia Space;France;Guiana Space Center;Soyuz-ST-B
O3b FM04;United Kingdom;O3b Networks Ltd.;United Kingdom;Commercial;Communications;6/25/2013;Thales Alenia Space;France;Guiana Space Center;Soyuz-ST
O3b FM05;United Kingdom;O3b Networks Ltd.;United Kingdom;Commercial;Communications;6/25/2013;Thales Alenia Space;France;Guiana Space Center;Soyuz-ST
O3b FM06;United Kingdom;O3b Networks Ltd.;United Kingdom;Commercial;Communications;7/10/2014;Thales Alenia Space;France;Guiana Space Center;Soyuz-ST-B
O3b FM07;United Kingdom;O3b Networks Ltd.;United Kingdom;Commercial;Communications;7/10/2014;Thales Alenia Space;France;Guiana Space Center;Soyuz-ST-B
O3b FM08;United Kingdom;O3b Networks Ltd.;United Kingdom;Commercial;Communications;7/10/2014;Thales Alenia Space;France;Guiana Space Center;Soyuz-ST-B
O3B FM09;United Kingdom;O3b Networks Ltd.;United Kingdom;Commercial;Communications;12/18/2014;Thales Alenia Space;France;Guiana Space Center;Soyuz-ST-B
O3B FM10;United Kingdom;O3b Networks Ltd.;United Kingdom;Commercial;Communications;12/18/2014;Thales Alenia Space;France;Guiana Space Center;Soyuz-ST-B
O3B FM11;United Kingdom;O3b Networks Ltd.;United Kingdom;Commercial;Communications;12/18/2014;Thales Alenia Space;France;Guiana Space Center;Soyuz-ST-B
O3B FM12;United Kingdom;O3b Networks Ltd.;United Kingdom;Commercial;Communications;12/18/2014;Thales Alenia Space;France;Guiana Space Center;Soyuz-ST-B
O3b PFM;United Kingdom;O3b Networks Ltd.;United Kingdom;Commercial;Communications;6/25/2013;Thales Alenia Space;France;Guiana Space Center;Soyuz-ST
Oceansat-2;India;Indian Space Research Organization (ISRO);India;Government;Earth Observation;9/23/2009;Indian Space Research Organization (ISRO);India;Satish Dhawan Space Center;PSLV
OCO 2;USA;National Aeronautics and Space Administration (NASA);USA;Government;Earth Observation;7/2/2014;Orbital Sciences Corp.;USA;Vandenberg AFB;Delta 2
Odin;Sweden;Swedish National Space Board;Sweden;Government;Earth Observation;2/20/2001;Swedish Space Corporation/Canadian Space Agency/National Technology Agency of Finland/Centre National d'Etudes Spatiales;Sweden/Canada/Finland/France;Svobodny Cosmodrome;Start 1
Ofeq 10;NR;Ministry of Defense;Israel;Military;Earth Observation;4/9/2014;Israel Aerospace Industries (IAI);Israel;Palmachim Launch Complex ;Shavit
Ofeq 5;NR;Ministry of Defense;Israel;Military;Earth Observation;5/28/2002;Israel Aircraft Industries (IAI), Missiles and Space Group;Israel;Palmachim Launch Complex ;Shavit
Ofeq 7;NR;Ministry of Defense;Israel;Military;Earth Observation;6/10/2007;Israel Aerospace Industries (IAI);Israel;Palmachim Launch Complex ;Shavit
Ofeq 9;NR;Ministry of Defense;Israel;Military;Earth Observation;6/22/2010;Israel Aerospace Industries (IAI);Israel;Palmachim Launch Complex ;Shavit
OPTOS;NR;Spanish Space Agency;Spain;Government;Technology Development;11/21/2013;Instituto Nacional de Tecnica Aerospacial (INTA);Spain;Dombarovsky Air Base;Dnepr
Optus 10;Australia;Optus Communications (Parent: Singapore Telecom);Australia;Commercial;Communications;9/11/2014;Space Systems/Loral;USA;Guiana Space Center;Ariane 5 ECA
Optus and Defence C1;Australia;Optus Communications (Parent: Singapore Telecom)/Australian Ministry of Defence;Australia;Military/Commercial;Communications;6/12/2003;Space Systems/Loral;USA;Guiana Space Center;Ariane 5G
Optus B3 ;Australia;Optus Communications (Parent: Signapore Telecom);Australia;Commercial;Communications;8/28/1994;Hughes Space and Communications;USA;Xichang Satellite Launch Center;Long March CZ-2E
Optus D1;Australia;Optus Communications (Parent: Singapore Telecom);Australia;Commercial;Communications;10/13/2006;Orbital Sciences Corp.;USA;Guiana Space Center;Ariane 5 ECA
Optus D2;Australia;Optus Communications (Parent: Singapore Telecom);Australia;Commercial;Communications;10/5/2007;Orbital Sciences Corp.;USA;Guiana Space Center;Ariane 5
Optus D3;Australia;Optus Communications (Parent: Singapore Telecom);Australia;Commercial;Communications;8/21/2009;Orbital Sciences Corp.;USA;Guiana Space Center;Ariane 5
ORBCOMM FM-10;USA;ORBCOMM Inc.;USA;Commercial;Communications;12/23/1997;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus
ORBCOMM FM-11;USA;ORBCOMM Inc.;USA;Commercial;Communications;12/23/1997;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus
ORBCOMM FM-12;USA;ORBCOMM Inc.;USA;Commercial;Communications;12/23/1997;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus
ORBCOMM FM-13;USA;ORBCOMM Inc.;USA;Commercial;Communications;8/2/1998;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus XL
ORBCOMM FM-14;USA;ORBCOMM Inc.;USA;Commercial;Communications;8/2/1998;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus XL
ORBCOMM FM-15;USA;ORBCOMM Inc.;USA;Commercial;Communications;8/2/1998;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus XL
ORBCOMM FM-16;USA;ORBCOMM Inc.;USA;Commercial;Communications;8/2/1998;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus
ORBCOMM FM-18;USA;ORBCOMM Inc.;USA;Commercial;Communications;8/2/1998;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus XL
ORBCOMM FM-19;USA;ORBCOMM Inc.;USA;Commercial;Communications;8/2/1998;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus XL
ORBCOMM FM-20;USA;ORBCOMM Inc.;USA;Commercial;Communications;8/2/1998;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus XL
ORBCOMM FM-21;USA;ORBCOMM Inc.;USA;Commercial;Communications;9/23/1998;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus
ORBCOMM FM-23;USA;ORBCOMM Inc.;USA;Commercial;Communications;9/23/1998;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus
ORBCOMM FM-27;USA;ORBCOMM Inc.;USA;Commercial;Communications;9/23/1998;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus
ORBCOMM FM-30;USA;ORBCOMM Inc.;USA;Commercial;Communications;12/4/1999;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus XL
ORBCOMM FM-31;USA;ORBCOMM Inc.;USA;Commercial;Communications;12/4/1999;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus XL
ORBCOMM FM-32;USA;ORBCOMM Inc.;USA;Commercial;Communications;12/4/1999;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus XL
ORBCOMM FM-34;USA;ORBCOMM Inc.;USA;Commercial;Communications;12/4/1999;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus XL
ORBCOMM FM-35;USA;ORBCOMM Inc.;USA;Commercial;Communications;12/4/1999;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus XL
ORBCOMM FM-36;USA;ORBCOMM Inc.;USA;Commercial;Communications;12/4/1999;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus XL
ORBCOMM FM-4;USA;ORBCOMM Inc.;USA;Commercial;Communications;2/10/1998;Orbital Sciences Corp.;USA;Vandenberg AFB;Taurus
ORBCOMM FM-5;USA;ORBCOMM Inc.;USA;Commercial;Communications;12/23/1997;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus
ORBCOMM FM-6;USA;ORBCOMM Inc.;USA;Commercial;Communications;12/23/1997;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus
ORBCOMM FM-7;USA;ORBCOMM Inc.;USA;Commercial;Communications;12/23/1997;Orbital Sciences Corp.;USA;Wallops Island Flight Facility;Pegasus
